epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,17017.4,1.6722,3.50552,1.36055,1.44072,0.26257,0.26209,0.1914,0.09158,0.05818,0.08113,0.02556,0.00844,1.79592,3.89031,1.80695,1.58278,0.0011882,0.0011882,0.0011882
125,17156.1,1.66743,3.46841,1.34527,1.44179,0.2899,0.27001,0.21582,0.10442,0.07413,0.08939,0.03145,0.01023,1.78504,3.89605,1.72802,1.57476,0.0011816,0.0011816,0.0011816
126,17297.6,1.66862,3.46345,1.35076,1.44595,0.2327,0.25761,0.16427,0.08025,0.05718,0.08762,0.02571,0.00853,1.81417,3.90881,1.84758,1.61148,0.001175,0.001175,0.001175
127,17437.1,1.66161,3.50553,1.33776,1.43348,0.26945,0.27195,0.20039,0.09494,0.06846,0.08433,0.02964,0.00952,1.80731,3.92144,1.76836,1.5886,0.0011684,0.0011684,0.0011684
128,17571.3,1.64734,3.46302,1.32971,1.42662,0.28436,0.27232,0.21594,0.10278,0.06675,0.0893,0.0318,0.01089,1.7868,3.89451,1.76153,1.5813,0.0011618,0.0011618,0.0011618
129,17686.9,1.65408,3.44144,1.32124,1.42582,0.26642,0.25998,0.19488,0.09296,0.05874,0.08517,0.02716,0.00894,1.79342,3.92093,1.80455,1.5842,0.0011552,0.0011552,0.0011552
130,17812.7,1.6625,3.47368,1.32728,1.43226,0.28748,0.27515,0.20999,0.09977,0.06312,0.08433,0.02793,0.00918,1.79394,3.89597,1.73964,1.57367,0.0011486,0.0011486,0.0011486
131,17928.1,1.64912,3.47987,1.34576,1.4423,0.26133,0.25973,0.18833,0.09161,0.05705,0.07885,0.02523,0.00869,1.79489,3.91561,1.8166,1.59207,0.001142,0.001142,0.001142
132,18066,1.6491,3.44816,1.30587,1.42873,0.2726,0.26689,0.20317,0.09755,0.0696,0.08972,0.0312,0.0101,1.79273,3.98709,1.80926,1.60032,0.0011354,0.0011354,0.0011354
133,18208.6,1.64984,3.46057,1.31616,1.43877,0.25369,0.25864,0.18625,0.08909,0.07437,0.08408,0.03477,0.01054,1.80563,3.98917,1.8309,1.59714,0.0011288,0.0011288,0.0011288
134,18345.8,1.65767,3.47161,1.34825,1.43839,0.25651,0.25274,0.18457,0.0894,0.0596,0.08332,0.0279,0.00867,1.79662,3.94956,1.8319,1.57574,0.0011222,0.0011222,0.0011222
135,18470.3,1.67113,3.45861,1.31084,1.42951,0.23552,0.25653,0.17516,0.08435,0.05337,0.08104,0.025,0.00865,1.81176,3.94086,1.86221,1.57185,0.0011156,0.0011156,0.0011156
136,18611.3,1.65109,3.45889,1.32802,1.44328,0.27791,0.27776,0.21445,0.10351,0.05422,0.08602,0.02557,0.0084,1.78011,3.89098,1.74051,1.56248,0.001109,0.001109,0.001109
137,18753.4,1.64384,3.44781,1.31364,1.43392,0.25777,0.26588,0.19319,0.09335,0.07023,0.08896,0.03005,0.01001,1.79962,3.98138,1.81885,1.59827,0.0011024,0.0011024,0.0011024
138,18889.8,1.6697,3.43227,1.30222,1.43171,0.28532,0.2733,0.21344,0.10366,0.07218,0.08778,0.03206,0.0106,1.7744,3.9029,1.74246,1.57952,0.0010958,0.0010958,0.0010958
139,19018.5,1.6401,3.42379,1.28753,1.42333,0.26634,0.25282,0.19656,0.09497,0.06942,0.08163,0.02918,0.00951,1.80598,3.9777,1.86457,1.59052,0.0010892,0.0010892,0.0010892
140,19152.1,1.65192,3.4306,1.30372,1.42566,0.28173,0.26865,0.21513,0.104,0.06548,0.085,0.02757,0.0089,1.78123,3.86726,1.80527,1.56393,0.0010826,0.0010826,0.0010826
141,19286.3,1.64088,3.41698,1.28902,1.42786,0.28734,0.28889,0.22297,0.10809,0.07294,0.09301,0.03254,0.01037,1.77803,3.87658,1.73703,1.55803,0.001076,0.001076,0.001076
142,19421.3,1.64943,3.44069,1.29983,1.4308,0.25238,0.26088,0.18465,0.09057,0.06351,0.08391,0.02756,0.00887,1.78571,3.93816,1.83438,1.57106,0.0010694,0.0010694,0.0010694
143,19559.6,1.65313,3.43038,1.3035,1.43558,0.27648,0.25981,0.20318,0.09594,0.05688,0.08088,0.0258,0.00882,1.81444,3.92395,1.87769,1.59515,0.0010628,0.0010628,0.0010628
144,19696.2,1.64524,3.42173,1.29193,1.42031,0.27149,0.26723,0.20435,0.09791,0.05695,0.07683,0.02482,0.00761,1.80789,3.91128,1.7843,1.56621,0.0010562,0.0010562,0.0010562
145,19829.9,1.63343,3.40071,1.27807,1.41765,0.28836,0.26453,0.21069,0.104,0.06552,0.08627,0.02999,0.00993,1.7967,3.9529,1.80759,1.56912,0.0010496,0.0010496,0.0010496
146,19966.6,1.63096,3.4215,1.28235,1.41728,0.26459,0.25639,0.19241,0.09422,0.06115,0.08045,0.02673,0.00882,1.79585,3.96271,1.89346,1.58275,0.001043,0.001043,0.001043
147,20100.8,1.63005,3.40299,1.2577,1.41634,0.29408,0.27835,0.22515,0.10925,0.08169,0.09478,0.03543,0.01152,1.77966,3.88104,1.75401,1.55341,0.0010364,0.0010364,0.0010364
148,20236.4,1.62473,3.39943,1.26832,1.41424,0.30885,0.29048,0.23782,0.11644,0.06874,0.09402,0.03105,0.0101,1.76341,3.85794,1.69019,1.56057,0.0010298,0.0010298,0.0010298
149,20369.6,1.61579,3.40274,1.26542,1.40939,0.23476,0.23471,0.17018,0.08367,0.05824,0.07826,0.02651,0.00871,1.81562,3.97576,1.95125,1.58944,0.0010232,0.0010232,0.0010232
150,20502.6,1.62615,3.42364,1.28629,1.42482,0.30792,0.29048,0.23376,0.1121,0.06867,0.09553,0.03097,0.01016,1.76836,3.86656,1.6853,1.57457,0.0010166,0.0010166,0.0010166
151,20618.6,1.62416,3.39627,1.25479,1.41569,0.26166,0.25223,0.1869,0.09118,0.06688,0.08753,0.02995,0.00978,1.81599,3.98974,1.90725,1.60409,0.00101,0.00101,0.00101
152,20734.5,1.61262,3.37846,1.2576,1.4007,0.30175,0.28315,0.22871,0.11096,0.07058,0.08526,0.03034,0.01016,1.78031,3.8653,1.76092,1.56175,0.0010034,0.0010034,0.0010034
153,20844.9,1.6368,3.38342,1.27823,1.41201,0.27481,0.27195,0.20535,0.10103,0.06954,0.0893,0.03161,0.01065,1.78364,3.91268,1.80248,1.56632,0.0009968,0.0009968,0.0009968
154,20981.6,1.62642,3.4364,1.26878,1.4132,0.29513,0.27009,0.21915,0.10645,0.07116,0.08029,0.03121,0.01069,1.78318,3.87147,1.81231,1.55508,0.0009902,0.0009902,0.0009902
155,21113.9,1.61522,3.4197,1.25567,1.40394,0.29556,0.26706,0.21949,0.10594,0.07471,0.08728,0.03155,0.01034,1.78565,3.93037,1.84768,1.56766,0.0009836,0.0009836,0.0009836
156,21257.4,1.60472,3.38744,1.26283,1.40799,0.27917,0.26125,0.21163,0.10265,0.06505,0.08759,0.02841,0.00917,1.78402,3.91655,1.8057,1.57312,0.000977,0.000977,0.000977
157,21397,1.63517,3.37567,1.25639,1.41013,0.2574,0.25484,0.19173,0.0921,0.06556,0.08071,0.02931,0.00961,1.8205,3.98432,1.8998,1.58213,0.0009704,0.0009704,0.0009704
158,21533,1.61939,3.37879,1.2523,1.40971,0.28973,0.26369,0.21377,0.10296,0.06813,0.08669,0.03003,0.00952,1.78914,3.92121,1.79252,1.58445,0.0009638,0.0009638,0.0009638
159,21677.1,1.61343,3.40827,1.24237,1.40822,0.25093,0.2695,0.19164,0.09454,0.06307,0.08652,0.02869,0.00934,1.79335,3.91662,1.83884,1.57122,0.0009572,0.0009572,0.0009572
160,21819.2,1.6392,3.37843,1.2465,1.41071,0.27842,0.26268,0.20387,0.0995,0.06167,0.08627,0.02756,0.00911,1.79602,3.96873,1.83356,1.59118,0.0009506,0.0009506,0.0009506
161,21959,1.6238,3.35856,1.24484,1.41312,0.27949,0.24781,0.19881,0.09646,0.06635,0.07776,0.02877,0.0091,1.81594,3.97534,1.92884,1.6124,0.000944,0.000944,0.000944
162,22092.8,1.62274,3.39187,1.26174,1.40822,0.28299,0.269,0.21111,0.10277,0.06753,0.08593,0.03035,0.00974,1.77385,3.87704,1.79808,1.57897,0.0009374,0.0009374,0.0009374
163,22231.7,1.59972,3.37692,1.24705,1.40619,0.2767,0.26302,0.19816,0.09581,0.06281,0.07843,0.02678,0.00832,1.79719,3.93813,1.81981,1.58523,0.0009308,0.0009308,0.0009308
164,22377,1.61664,3.36113,1.23443,1.39685,0.27669,0.25021,0.19463,0.09423,0.06015,0.06891,0.02512,0.00828,1.8206,3.95454,1.89981,1.60122,0.0009242,0.0009242,0.0009242
165,22523.8,1.60226,3.41211,1.25226,1.40469,0.2575,0.24045,0.18134,0.08715,0.05247,0.06933,0.02226,0.00713,1.8254,4.01318,2.00956,1.60937,0.0009176,0.0009176,0.0009176
166,22670.2,1.61469,3.32933,1.22067,1.40412,0.26127,0.24979,0.19141,0.09234,0.05816,0.07414,0.02521,0.00803,1.82216,3.9509,1.8958,1.58715,0.000911,0.000911,0.000911
167,22814.3,1.59989,3.35748,1.22941,1.39389,0.24877,0.25173,0.18273,0.0906,0.05985,0.08206,0.02618,0.00839,1.8069,3.95337,1.93006,1.58652,0.0009044,0.0009044,0.0009044
168,22953.7,1.60968,3.33593,1.22335,1.40383,0.27467,0.25417,0.20051,0.09705,0.07194,0.08324,0.03051,0.01009,1.82427,3.97036,1.89298,1.59218,0.0008978,0.0008978,0.0008978
169,23099.1,1.60613,3.35672,1.22348,1.39514,0.258,0.24356,0.18642,0.09063,0.06459,0.07717,0.02814,0.00918,1.81688,3.95219,1.9364,1.59581,0.0008912,0.0008912,0.0008912
170,23238.7,1.60177,3.34185,1.22841,1.40962,0.27886,0.25518,0.20633,0.09992,0.06814,0.08517,0.03027,0.00968,1.82353,3.95954,1.87587,1.57573,0.0008846,0.0008846,0.0008846
171,23381.1,1.60042,3.37124,1.22631,1.40131,0.28005,0.25981,0.21058,0.10256,0.06772,0.08762,0.03046,0.00966,1.79594,3.94248,1.86971,1.56973,0.000878,0.000878,0.000878
172,23526,1.5982,3.35249,1.21449,1.39044,0.26518,0.25714,0.19145,0.09236,0.0708,0.08559,0.0304,0.01019,1.80546,3.92637,1.92692,1.58911,0.0008714,0.0008714,0.0008714
173,23667.4,1.60562,3.36796,1.2291,1.41231,0.27993,0.25813,0.20248,0.09732,0.07423,0.08214,0.03103,0.00989,1.79864,3.97254,1.90126,1.57419,0.0008648,0.0008648,0.0008648
174,23809.6,1.61024,3.35263,1.22444,1.39353,0.26615,0.2612,0.199,0.09608,0.06495,0.09267,0.03006,0.00947,1.80463,3.93747,1.86751,1.56746,0.0008582,0.0008582,0.0008582
175,23933.3,1.60399,3.34298,1.21672,1.40148,0.28449,0.27152,0.21512,0.10389,0.06178,0.08736,0.02895,0.00967,1.78419,3.8837,1.81876,1.56999,0.0008516,0.0008516,0.0008516
176,24064.3,1.59325,3.31714,1.21586,1.39414,0.26417,0.26327,0.19949,0.0967,0.06315,0.08517,0.03077,0.01069,1.80686,3.96409,1.87805,1.57631,0.000845,0.000845,0.000845
177,24196.1,1.60945,3.3191,1.20926,1.396,0.27244,0.2465,0.19329,0.09317,0.06189,0.08037,0.02723,0.00931,1.81262,3.95317,1.92358,1.60895,0.0008384,0.0008384,0.0008384
178,24322.2,1.6033,3.3525,1.21284,1.40011,0.27355,0.25805,0.2076,0.09943,0.06429,0.08517,0.02934,0.00942,1.81873,3.98408,1.94331,1.58333,0.0008318,0.0008318,0.0008318
179,24464.5,1.5985,3.35202,1.2195,1.40205,0.28331,0.26079,0.20941,0.10289,0.06613,0.07591,0.02842,0.00916,1.80008,3.92951,1.86453,1.57587,0.0008252,0.0008252,0.0008252
180,24607.7,1.58663,3.36793,1.21811,1.39392,0.24834,0.24029,0.17977,0.0877,0.0627,0.08239,0.02829,0.00905,1.81404,4.00142,1.92328,1.58506,0.0008186,0.0008186,0.0008186
181,24750.3,1.60118,3.32149,1.20736,1.39914,0.28745,0.25754,0.21249,0.10479,0.07844,0.09124,0.03367,0.01095,1.78567,3.96578,1.83651,1.56722,0.000812,0.000812,0.000812
182,24898.3,1.59894,3.34311,1.21044,1.39457,0.27139,0.23639,0.19118,0.0941,0.0692,0.08492,0.03259,0.01051,1.8078,3.95638,1.92708,1.59435,0.0008054,0.0008054,0.0008054
183,25041.5,1.58671,3.32892,1.20489,1.39789,0.27328,0.25459,0.19896,0.09756,0.06866,0.08382,0.03424,0.01159,1.80539,3.99284,1.87293,1.58321,0.0007988,0.0007988,0.0007988
184,25168.4,1.6018,3.33479,1.21067,1.40051,0.28302,0.25232,0.20185,0.09719,0.05408,0.07911,0.02354,0.00764,1.82114,3.97158,1.90676,1.58494,0.0007922,0.0007922,0.0007922
185,25294.8,1.58668,3.29876,1.19492,1.39292,0.26618,0.25484,0.19266,0.0935,0.06437,0.08357,0.02772,0.00899,1.81714,3.96299,1.88151,1.57436,0.0007856,0.0007856,0.0007856
186,25431.6,1.60563,3.32172,1.1936,1.39079,0.26806,0.24659,0.19126,0.09339,0.07308,0.08239,0.03045,0.00985,1.80919,3.99097,1.93461,1.57616,0.000779,0.000779,0.000779
187,25568,1.58444,3.31237,1.18464,1.38448,0.30688,0.25746,0.21817,0.10628,0.07596,0.08467,0.0332,0.01052,1.78797,3.89705,1.84477,1.55188,0.0007724,0.0007724,0.0007724
188,25718.3,1.58269,3.32378,1.19835,1.39476,0.28468,0.25847,0.21039,0.10285,0.06142,0.08121,0.02662,0.0088,1.78546,3.89312,1.79365,1.55544,0.0007658,0.0007658,0.0007658
189,25868.4,1.56376,3.29314,1.18363,1.37874,0.28736,0.25215,0.20226,0.09914,0.07171,0.08821,0.03217,0.01042,1.79506,3.96612,1.89758,1.58308,0.0007592,0.0007592,0.0007592
190,26015.6,1.58222,3.30718,1.18669,1.38754,0.31178,0.26842,0.22491,0.10962,0.08874,0.0989,0.03855,0.01258,1.78245,3.93251,1.78915,1.57165,0.0007526,0.0007526,0.0007526
191,26163.6,1.58956,3.32504,1.19675,1.38833,0.29061,0.25821,0.21199,0.10352,0.07391,0.0888,0.03147,0.01031,1.80476,3.93586,1.88973,1.56977,0.000746,0.000746,0.000746
192,26305.8,1.56582,3.32838,1.17746,1.38258,0.28,0.25055,0.19721,0.09622,0.08332,0.09343,0.03485,0.01117,1.81462,4.01508,1.99096,1.5786,0.0007394,0.0007394,0.0007394
193,26447.1,1.57456,3.36509,1.19463,1.38373,0.26029,0.24162,0.18662,0.0914,0.06705,0.08147,0.03001,0.00983,1.80976,3.983,1.98082,1.57318,0.0007328,0.0007328,0.0007328
194,26592.7,1.57518,3.31205,1.19259,1.39314,0.27888,0.25029,0.20086,0.09911,0.06708,0.08104,0.02945,0.00969,1.79501,3.93097,1.90504,1.58565,0.0007262,0.0007262,0.0007262
195,26736.6,1.59728,3.29799,1.18949,1.38292,0.26945,0.24187,0.18784,0.09175,0.068,0.08298,0.0302,0.00962,1.80745,3.94477,1.94983,1.58269,0.0007196,0.0007196,0.0007196
196,26877.6,1.57099,3.31943,1.18105,1.38565,0.27953,0.2535,0.20191,0.09964,0.07425,0.09115,0.03404,0.01085,1.81023,4.0127,1.90906,1.57369,0.000713,0.000713,0.000713
197,27018.4,1.56973,3.28882,1.15912,1.37362,0.29236,0.25123,0.21099,0.10369,0.07215,0.09333,0.03216,0.01059,1.79151,3.96092,1.87255,1.58154,0.0007064,0.0007064,0.0007064
198,27161.1,1.56821,3.30711,1.17134,1.37325,0.2672,0.24751,0.19594,0.09605,0.06778,0.08172,0.03003,0.00976,1.79855,3.99943,1.96455,1.58484,0.0006998,0.0006998,0.0006998
199,27307.5,1.56001,3.26205,1.17472,1.37865,0.26655,0.24305,0.19275,0.09343,0.07285,0.07825,0.03221,0.0111,1.82292,4.03069,2.02465,1.59409,0.0006932,0.0006932,0.0006932
200,27456.2,1.59193,3.26603,1.1713,1.38116,0.275,0.23799,0.19449,0.0962,0.06711,0.08332,0.02977,0.00987,1.80608,4.03889,1.94748,1.59288,0.0006866,0.0006866,0.0006866
201,27602.7,1.57332,3.25338,1.16423,1.37365,0.28351,0.24954,0.20597,0.10168,0.06771,0.0818,0.03061,0.01008,1.79698,3.96799,1.9004,1.58364,0.00068,0.00068,0.00068
202,27747.9,1.56751,3.29711,1.17513,1.37824,0.26564,0.24726,0.18862,0.09265,0.07179,0.0781,0.03096,0.01008,1.81251,4.00501,1.99359,1.59075,0.0006734,0.0006734,0.0006734
203,27893.5,1.5658,3.29617,1.18149,1.37906,0.26838,0.25779,0.19788,0.09843,0.07212,0.09006,0.03194,0.01015,1.79832,3.99183,1.90221,1.581,0.0006668,0.0006668,0.0006668
204,28040.5,1.58379,3.27951,1.17786,1.38964,0.26392,0.23614,0.18695,0.09135,0.06368,0.0829,0.02888,0.00939,1.82264,4.037,1.96905,1.6063,0.0006602,0.0006602,0.0006602
205,28188.5,1.56874,3.28698,1.18111,1.37836,0.28407,0.24473,0.20659,0.10062,0.07294,0.08677,0.0322,0.01065,1.80306,4.00754,1.96757,1.57734,0.0006536,0.0006536,0.0006536
206,28339.5,1.56892,3.2851,1.16745,1.38119,0.2516,0.24023,0.17838,0.08806,0.07081,0.08576,0.03169,0.01044,1.81272,4.05609,2.03383,1.59079,0.000647,0.000647,0.000647
207,28487.2,1.55748,3.29786,1.1723,1.37496,0.26732,0.22915,0.18335,0.09044,0.07013,0.07911,0.02984,0.00962,1.82042,4.042,2.09223,1.58453,0.0006404,0.0006404,0.0006404
208,28638.2,1.55275,3.28807,1.15783,1.37441,0.27059,0.23875,0.19337,0.09469,0.06828,0.08256,0.03063,0.0099,1.81867,4.00333,2.01813,1.58967,0.0006338,0.0006338,0.0006338
209,28790.3,1.57929,3.26063,1.15341,1.3764,0.27098,0.24288,0.19323,0.09469,0.07102,0.08366,0.03174,0.01046,1.82254,4.01353,2.00974,1.59539,0.0006272,0.0006272,0.0006272
210,28937.7,1.55424,3.27002,1.1647,1.37903,0.27604,0.23799,0.19999,0.0985,0.06864,0.077,0.02962,0.00955,1.8182,4.01675,2.01438,1.57918,0.0006206,0.0006206,0.0006206
211,29086.3,1.5674,3.29845,1.15746,1.36693,0.27516,0.24965,0.19585,0.0955,0.07768,0.08997,0.03472,0.01128,1.80828,4.05113,1.95761,1.58553,0.000614,0.000614,0.000614
212,29235.6,1.55561,3.25448,1.15741,1.37966,0.28798,0.24701,0.19974,0.09784,0.06939,0.08812,0.0314,0.0103,1.79991,3.96049,1.91065,1.59148,0.0006074,0.0006074,0.0006074
213,29382.6,1.58417,3.25412,1.1484,1.37314,0.29934,0.24853,0.20893,0.10243,0.08412,0.08703,0.03577,0.0116,1.8041,4.00237,1.90827,1.57695,0.0006008,0.0006008,0.0006008
214,29529.1,1.5517,3.24991,1.14434,1.36374,0.27743,0.24912,0.19481,0.0963,0.07184,0.08644,0.03113,0.01015,1.80284,4.02281,1.95283,1.57685,0.0005942,0.0005942,0.0005942
215,29676.1,1.54323,3.27763,1.15318,1.37135,0.27516,0.2583,0.19871,0.09818,0.07097,0.09006,0.03323,0.01126,1.80432,4.02202,1.96678,1.57053,0.0005876,0.0005876,0.0005876
